id,leaning,headline,additional_text
S5-LR-1,Lean Right,Federal Judge Sides with States' Rights Blocking Trump Election Order,"The Trump administration's efforts to standardize election security hit a judicial roadblock after a federal court blocked an executive order requiring proof of citizenship to vote. While the administration argued federal oversight was necessary to protect ballot integrity, the judge ruled that election administration remains a state-level responsibility under the Constitution."
S5-LR-2,Lean Right,Court Blocks Trump's Voter Verification Order Shifting Focus to Congress,"A permanent injunction against the White House's election integrity executive order has intensified the partisan battle over voting laws. By ruling that the president exceeded his administrative authority, the court decision places the burden back on congressional Republicans to pass the SAVE America Act to secure federal voter registration forms."
S5-LR-3,Lean Right,Trump's Voter Citizenship Mandate Blocked by Court as White House Vows Appeal,"A Massachusetts federal judge has permanently halted a key election security directive, blocking provisions that would mandate citizenship documentation and restrict late mail ballots. The White House strongly criticized the decision and announced plans to appeal, maintaining that the executive branch has a duty to ensure only eligible citizens participate in federal elections."
S5-LR-4,Lean Right,Judicial Ruling Sidelining Executive Election Security Order Draws White House Pushback,"The administration's plan to tighten voter registration guidelines faced a major setback when a federal court declared its executive order invalid. Supporters of the rule argue that strict verification measures prevent unlawful voting, but the court ruled that the administration's method bypassed the necessary legislative channels established by Congress."
S5-R-1,Right,Obama-Appointed Judge Sabotages Election Integrity by Blocking Proof-of-Citizenship Rule,"In a blatant attack on common-sense election security, an Obama-appointed activist judge permanently blocked President Trump’s executive order requiring documentary proof of citizenship to register to vote. The partisan ruling strips the administration of a critical tool to prevent non-citizens from illegal voting, leaving American elections vulnerable to exploitation."
S5-R-2,Right,Rogue Activist Court Strikes Down Trump's Common-Sense Voter Security Orders,"Left-wing judicial overreach has struck again as a Boston-based judge permanently blocked a vital election integrity directive. The blocked order would have stopped the counting of late mail ballots and ensured only verified citizens vote, but the activist court chose to coddle the open-borders lobby by gutting the administration's security standards."
S5-R-3,Right,Trump Vows Legislative Fight After Obama Judge Nukes Election Protection Executive Order,"President Trump and congressional allies are pushing harder to pass the SAVE America Act after a partisan federal judge struck down executive voting safeguards. Conservative leaders slammed the ruling, arguing that forcing states to register voters without verifying citizenship degrades the value of American citizenship and actively undermines public trust in elections."
S5-R-4,Right,Radical Ruling Weaponizes Judiciary to Shield Unlawful Voters from Citizenship Verification,"A disastrous federal injunction has thrown a wrench into the administration's campaign to secure American ballots. By ruling that the president cannot require basic proof of nationality on federal voter forms, the activist court has effectively blocked common-sense safeguards, prompting a swift vow from the White House to appeal this blatant assault on election integrity."
S6-L-1,Left,Trump Weaponizes Banks in Cruel Push to Exclude Immigrants from Financial System,"The Trump administration has signed a draconian executive order forcing banks to scrutinize the immigration status of their customers. Critics and civil rights experts condemn the move as a cruel, xenophobic strategy to financially starve undocumented immigrants and turn financial institutions into an extension of the deportation force."
S6-L-2,Left,Administration Orders Banks to Track Migrants in Latest Attack on Vulnerable Communities,"Escalating its aggressive anti-immigrant agenda, the White House issued an executive order demanding financial regulators scrutinize non-citizens' bank accounts and loans. Human rights advocates warn this dangerous policy criminalizes basic financial access and weaponizes banks to terrorize marginalized communities under the guise of financial integrity."
S6-L-3,Left,Trump Targets Undocumented Immigrants with Draconian New Banking Restrictions,"In a sweeping move to financially isolate undocumented immigrants, President Trump has ordered the Treasury and federal regulators to crack down on banking services for non-citizens. Activists warn the cruel directive will push vulnerable families out of the formal economy, exposing them to exploitation while forcing banks to act as immigration enforcement agents."
S6-L-4,Left,White House Unleashes Cruel Executive Order to Lock Migrants Out of the Banking System,"President Trump has expanded his deportation crackdown to the financial sector, issuing an executive order that pressures banks to evaluate the immigration status of their clients. Advocacy groups are sounding the alarm over the severe human cost, noting that the order unfairly targets hard-working immigrants and weaponizes the financial system against them."
S6-LL-1,Lean Left,Trump's New Executive Order Pushes Banks to Scrutinize Customers' Immigration Status,"President Trump signed a controversial executive order directing banks and federal regulators to closely examine the citizenship status of their clients. The policy, aimed at restricting financial access for undocumented immigrants, has sparked significant privacy concerns and fears that it will force millions out of the formal banking sector."
S6-LL-2,Lean Left,Administration Targets Migrant Banking Access in Sweeping Enforcement Move,"In an escalation of its immigration crackdown, the White House issued an order requiring banks to treat a customer's immigration status as a factor in evaluating financial risk. Industry executives and advocates warn the directive could severely disrupt the financial sector and create unnecessary barriers for legal and undocumented immigrants alike."
S6-LL-3,Lean Left,Trump Orders Heightened Bank Scrutiny on Non-Citizens Amid Immigration Crackdown,"A new executive order requires financial institutions to look for signs that undocumented individuals are opening accounts or accessing credit. While the administration stopped short of demanding blanket citizenship data collection after industry pushback, critics argue the policy still threatens to financially isolate immigrants and complicate routine banking."
S6-LL-4,Lean Left,New Banking Order Sparks Fears of Financial Exclusion for Immigrant Communities,"The Trump administration is attempting to restrict undocumented immigrants' access to loans and bank accounts through a new executive order. By directing regulators to crack down on the financial activities of non-citizens, the policy has raised alarms among civil liberties groups concerned about privacy violations and the weaponization of the banking industry."
S6-C-1,Center,Trump Signs Executive Order Requiring Banks to Scrutinize Customers' Immigration Status,"President Donald Trump has issued an executive order directing the Treasury Department and financial regulators to examine the banking activities and citizenship status of non-citizens. The order aims to prevent individuals without legal work authorization from accessing certain financial services and credit products."
S6-C-2,Center,New Executive Order Directs Banks to Review Citizenship and Financial Risks,"The Trump administration announced the Restoring Integrity to America’s Financial System executive order, which instructs banks to monitor accounts and loans linked to undocumented immigrants. The directive requires federal agencies to issue guidance on identifying financial risks associated with customers who lack legal immigration status."
S6-C-3,Center,Trump Administration Moves to Restrict Banking Access for Undocumented Immigrants,"An executive order signed Tuesday requires U.S. banks and federal regulators to take a closer look at the immigration status of their clients. The measure, intended to identify illicit financial activity and payroll tax evasion, advises banks to evaluate the credit risks of extending loans and services to individuals living in the country illegally."
S6-C-4,Center,Executive Order Increases Regulatory Scrutiny on Non-Citizen Banking Activities,"President Trump signed an order instructing the Treasury and the Consumer Financial Protection Bureau to address risks posed by undocumented immigrants in the financial system. While the directive does not mandate the collection of citizenship data, it requires banks to flag specific activities and assess the legal status of individuals seeking consumer credit."
S6-LR-1,Lean Right,Trump Signs Executive Order to Protect Financial System from Illegal Immigration Risks,"President Trump has issued a new executive order directing banks to carefully assess the citizenship status of their customers. The policy is designed to protect the integrity of the U.S. banking system by identifying financial risks tied to illegal aliens, payroll tax evasion, and illicit cross-border fund transfers."
S6-LR-2,Lean Right,Administration Moves to Restrict Banking Access for Undocumented Migrants,"In a push to safeguard the economy, the White House signed an executive order requiring financial institutions to scrutinize the credit risks posed by individuals without legal work authorization. The directive aims to stop illegal immigrants from exploiting the American banking system while addressing national security vulnerabilities."
S6-LR-3,Lean Right,Trump Orders Heightened Scrutiny of Bank Accounts Held by Illegal Aliens,"President Trump’s new executive order tasks federal regulators with cracking down on the financial infrastructure used by undocumented immigrants. By identifying red flags and illegal wage payments, the administration seeks to ensure that the U.S. financial system is no longer subsidizing unlawful immigration."
S6-LR-4,Lean Right,New Executive Order Directs Banks to Evaluate Credit Risks of Non-Citizens,"Taking steps to protect American consumers and the banking sector, the Trump administration ordered financial institutions to consider a customer's legal immigration status when extending credit. The measure addresses the structural risks of lending to individuals facing potential deportation, ensuring stronger underwriting standards across the industry."
S6-R-1,Right,Trump Signs Major Order to Shut Down Financial Loopholes Exploited by Illegal Aliens,"President Trump delivered a massive blow to illegal immigration by signing an executive order that targets the financial networks supporting undocumented aliens. The order forces banks and regulators to crack down on the fraud and national security risks created when the U.S. financial system is abused by those without legal status."
S6-R-2,Right,Administration Takes Historic Step to Cut Off Illegal Aliens from U.S. Banking System,"In a bold move to secure America's financial infrastructure, President Trump directed banks to stop extending credit and loans to illegal aliens. The Restoring Integrity to America’s Financial System order rightfully protects American citizens from subsidizing the dangerous credit risks and illicit activities associated with illegal immigration."
S6-R-3,Right,Trump Cuts Off the Money Supply to Illegal Aliens and Cartels in Sweeping New Order,"President Trump has signed a crucial executive order aimed at destroying the financial incentives for illegal immigration. By ordering the Treasury and banks to scrutinize accounts and block financial access for undocumented migrants, the administration is prioritizing national security and defending the integrity of the American economy."
S6-R-4,Right,New Executive Order Protects U.S. Banks from Fraud and Illegal Immigrant Exploitation,"Fighting back against the financial enablers of illegal immigration, President Trump ordered federal banking regulators to crack down on services provided to illegal aliens. This America First policy ensures that foreign lawbreakers can no longer easily embed themselves in the country by freely exploiting the nation's credit and banking systems."
S7-L-1,Left,Trump Administration Escalates Terror Tactics With Vow to Flood NYC With ICE Agents,"Retaliating against Gov. Kathy Hochul's new laws protecting immigrants, border czar Tom Homan threatened to unleash an unprecedented surge of ICE agents on New York City. Critics and Mayor Zohran Mamdani slammed the vindictive plan, warning that the administration is addicted to violence and aims to terrorize communities instead of addressing real issues."
S7-L-2,Left,Border Czar Promises Vindictive ICE Raid Surge in NYC Following Sanctuary Protections,"In a chilling display of authoritarian overreach, Tom Homan warned that New York City will face its largest ICE deployment ever. The retaliatory threat comes after Gov. Kathy Hochul signed crucial legislation banning local cooperation with the rogue agency. Local leaders are standing firm against the administration's cruel agenda of sowing fear in immigrant neighborhoods."
S7-L-3,Left,Trump’s Deportation Force Targets New York in Retaliation for Human Rights Laws,"Seeking to punish New York for protecting its immigrant residents from federal abuses, border czar Tom Homan vowed to send an unprecedented number of ICE agents to terrorize the city. Progressive leaders, including Mayor Zohran Mamdani, have fiercely condemned the ominous threats, refusing to let the administration's violent tactics disrupt their communities."
S7-L-4,Left,Administration Threatens Massive ICE Invasion of New York Over Sanctuary Protections,"Demonstrating the administration's addiction to cruelty and intimidation, Tom Homan announced an operational plan to flood New York City with ICE agents. The aggressive surge is a direct, politically motivated attack aimed at punishing Gov. Hochul for signing progressive legislation that restricts the federal deportation force from operating with impunity in the state."
S7-LL-1,Lean Left,Tom Homan Threatens Largest-Ever ICE Surge in NYC Amid Standoff Over Sanctuary Laws,"Escalating the ongoing clash between New York and the federal government, border czar Tom Homan pledged to send an unprecedented number of ICE agents to the city. The promised crackdown is a direct response to Gov. Kathy Hochul signing sweeping legislation that limits local cooperation with federal immigration enforcement and protects vulnerable residents."
S7-LL-2,Lean Left,Trump Border Czar Vows Retaliatory ICE Deployment in New York City,"During a television appearance, Tom Homan warned that New York City will soon see more ICE agents than ever in response to newly enacted state protections for immigrants. Mayor Zohran Mamdani and Gov. Kathy Hochul have pushed back against the threatened surge, arguing that the administration's aggressive tactics will only spread fear and destabilize communities."
S7-LL-3,Lean Left,Federal Tensions Rise as White House Promises Massive ICE Presence in NYC,"The Trump administration is preparing to heavily increase its immigration enforcement operations in New York City. Border czar Tom Homan announced the operational plan after Gov. Hochul signed a package of anti-ICE bills, prompting swift condemnation from local officials who say the federal surge is a vindictive response to the state's sanctuary policies."
S7-LL-4,Lean Left,New York Braces for Sweeping ICE Raids Following Border Czar's Ominous Threats,"Federal and state relations reached a new low after Tom Homan vowed to flood New York City with ICE agents. The administration's plan to escalate deportations comes in direct retaliation to new laws shielding immigrants, with city leaders warning that such a heavy-handed federal deployment will disrupt daily life and terrorize immigrant neighborhoods."
S7-C-1,Center,Border Czar Tom Homan Announces Plan for ICE Surge in New York City,"White House border czar Tom Homan stated that he has reviewed an operational plan to deploy a record number of Immigration and Customs Enforcement agents to New York City. The announcement follows Gov. Kathy Hochul's recent signing of legislation that limits state and local cooperation with federal immigration enforcement efforts."
S7-C-2,Center,Trump Administration Plans Major ICE Deployment in NYC Over New State Laws,"Tom Homan warned that New York City will see a significant increase in ICE agents in response to new laws restricting the agency's operations in the state. Gov. Kathy Hochul signed the legislation to protect immigrants, while Homan argues that the lack of local cooperation necessitates a larger federal presence to carry out enforcement actions."
S7-C-3,Center,Homan Promises More ICE Agents in New York After Hochul Signs Immigration Bills,"Escalating a dispute over immigration policy, border czar Tom Homan confirmed the federal government is preparing a massive surge of ICE personnel for New York City. The deployment is a direct countermeasure to a comprehensive legislative package passed by New York lawmakers intended to safeguard undocumented immigrants from federal overreach."
S7-C-4,Center,White House and New York Clash Over Upcoming ICE Raids in NYC,"Tensions between the federal government and New York officials are mounting after border czar Tom Homan announced an unprecedented upcoming ICE surge in New York City. The planned enforcement action comes after Gov. Kathy Hochul enacted new laws that bar local law enforcement from cooperating with federal immigration authorities."
S7-LR-1,Lean Right,Border Czar Homan Promises Major ICE Surge to Counter New York's Sanctuary Laws,"In response to Gov. Kathy Hochul's new legislation shielding illegal immigrants from deportation, border czar Tom Homan announced that New York City will soon see its largest ICE deployment ever. Homan emphasized that the administration will not let local sanctuary policies prevent federal agents from enforcing the nation's immigration laws."
S7-LR-2,Lean Right,Homan Vows to Send 'More ICE Agents Than Ever' to NYC After Hochul Signs Anti-ICE Bill,"Warning that federal law will be enforced despite state-level obstruction, Tom Homan revealed plans to flood New York City with ICE agents. The surge is a necessary response to reckless new laws signed by Gov. Kathy Hochul that prohibit local police from cooperating with federal authorities, forcing ICE to conduct operations independently in the community."
S7-LR-3,Lean Right,Trump Administration Prepares Massive NYC Enforcement Operation to Bypass Sanctuary Protections,"White House border czar Tom Homan confirmed that an operational plan is in place to surge ICE agents into New York City. The move comes as a direct counter to Gov. Hochul's radical anti-ICE legislation, ensuring that the federal government can safely apprehend illegal aliens despite the state's refusal to cooperate with federal law enforcement."
S7-LR-4,Lean Right,Homan Calls New York's Bluff and Plans Historic ICE Deployment in the Big Apple,"Facing pushback from Democratic state leaders, Tom Homan announced that ICE will execute a massive enforcement surge in New York City. Homan criticized Gov. Kathy Hochul’s new laws protecting illegal immigrants, warning that the administration is fully prepared to increase its federal footprint to maintain law and order when local officials refuse to help."
S7-R-1,Right,Homan Crushes Dem Defiance by Promising Massive ICE Surge to Clean Up New York City,"Refusing to bow to radical sanctuary policies, border czar Tom Homan promised to send a historic wave of ICE agents into New York City. The decisive federal action targets Gov. Kathy Hochul's dangerous new laws shielding criminal aliens, proving the Trump administration will do whatever it takes to restore law and order in lawless blue cities."
S7-R-2,Right,Trump Administration Fights Back Against New York's Lawless Anti-ICE Agenda,"Border czar Tom Homan delivered a bold warning to New York Democrats, announcing an operational plan to flood NYC with ICE agents. The surge is a critical move to bypass Gov. Hochul's reckless sanctuary legislation, ensuring that federal officers can safely execute deportations and protect American citizens despite the city's pro-criminal policies."
S7-R-3,Right,Border Czar Homan Vows Unprecedented ICE Deployment to Defeat NY Sanctuary Laws,"Calling out the dangerous grandstanding of Gov. Kathy Hochul and Mayor Zohran Mamdani, Tom Homan announced that New York City will face the largest ICE deployment in its history. Homan is keeping his promise to enforce federal immigration laws, refusing to let radical left-wing politicians turn the city into a safe haven for illegal aliens."
S7-R-4,Right,Trump Calls Out NY Dems and Sends Massive ICE Force to Combat Sanctuary City Chaos,"Following Gov. Kathy Hochul's outrageous decision to sign laws protecting illegal immigrants, border czar Tom Homan confirmed an impending, massive ICE surge in the Big Apple. The administration's proactive deployment guarantees that federal agents will bypass uncooperative local authorities and successfully carry out their mission to secure the nation."
S8-L-1,Left,Draconian Sentences Handed to Anti-ICE Activists in Shocking Crackdown on Dissent,"A federal court in Texas has sentenced eight anti-ICE protesters to a combined 450 years in prison under trumped-up domestic terrorism charges. Civil liberties advocates are horrified by the decades-long punishments, warning that the Trump administration is deploying the full machinery of state repression to crush political dissent and terrorize left-leaning movements on the eve of the nation's 250th anniversary."
S8-L-2,Left,Zine Publisher Sentenced to 30 Years for 'Material Support' in Texas Protest Case,"In a terrifying escalation of the administration's assault on the First Amendment, independent artist Daniel 'Des' Sanchez Estrada was sentenced to three decades in prison simply for moving a box of political pamphlets. Though he was not even present at the violent confrontation outside the Prairieland Detention Center, the court weaponized federal terror statutes to criminalize alternative media and alternative viewpoints."
S8-L-3,Left,Activists Face Up to a Century in Prison as Trump DOJ Targets Anti-Fascist Protest,"The Trump administration's first major trial under its sweeping domestic terror decree has concluded with devastating maximum sentences for eight defendants in Fort Worth. Legal experts warn that the highly punitive sentences—including a 100-year term for a former Marine reservist—are designed to create a chilling template to criminalize public assembly and eliminate opposition to mass deportations."
S8-L-4,Left,Families Vow to Appeal After Texas Judge Uses Terror Statutes to Disenfranchise Protesters,"Grief and disbelief filled a Texas courtroom as federal judges handed down maximum sentences of 30 to 100 years to a group of anti-ICE demonstrators. Defense lawyers and family members immediately promised to appeal the verdict, arguing that the court allowed political ideology to dictate justice and set a dangerous precedent that treats basic protest activity as an act of war."
S8-LL-1,Lean Left,Federal Judges Hand Decades-Long Sentences to Anti-ICE Protesters in Texas,"Eight protesters accused of having ties to the decentralized antifa movement were sentenced to massive prison terms ranging from 30 to 100 years following a violent demonstration outside a Texas immigration detention center. While a police officer was injured in a shooting during the event, civil rights groups expressed deep alarm over the length of the sentences and the sweeping use of terrorism enhancements."
S8-LL-2,Lean Left,Texas Protest Sentencing Raises Alarms Over Expansion of Domestic Terror Laws,"A federal court in Fort Worth has sentenced eight individuals to a combined 450 years in prison over an anti-ICE riot last July. The severity of the punishments, including a 30-year sentence for a co-defendant who only distributed political literature, has sparked intense debate among legal scholars who warn the Trump administration is stretching federal statutes to stifle political organizing."
S8-LL-3,Lean Left,Severe Sentences in Texas ICE Facility Case Draw Fierce Backlash from Advocates,"Human rights organizations are criticizing the maximum penalties leveled against eight anti-deportation activists in Texas. Although prosecutors focused heavily on a shooting that wounded a local police officer, defenders point out that several co-defendants who did not participate in the violence were still hit with 50-year terms for rioting and providing material support to extremists."
S8-LL-4,Lean Left,Trump Administration Touts 'Dismantling' of Protester Networks Following Texas Verdict,"The Department of Justice celebrated the decades-long sentences handed to eight anti-ICE activists as a successful execution of the administration's campaign against far-left groups. Civil liberties watchdogs counter that labeling localized, decentralized protesters as organized terrorist cells sets a harmful precedent that threatens standard political demonstrations."
S8-C-1,Center,Eight Sentenced to Decades in Prison Over Violent Texas ICE Facility Attack,"A federal judge in Fort Worth has sentenced eight individuals to prison terms ranging from 30 to 100 years in connection with a July 2025 attack on an immigration detention facility in Alvarado, Texas. Federal prosecutors categorized the incident, which resulted in a police officer being shot and wounded, as an act of domestic terrorism."
S8-C-2,Center,Former Marine Reservist Receives 100-Year Sentence for Shooting Texas Officer,"Benjamin Hanil Song was sentenced to a century in federal prison after being convicted of attempted murder and terrorism-related charges during an anti-ICE demonstration at the Prairieland Detention Center. Seven co-defendants also received multi-decade sentences for their roles in the coordinated assault, which included fireworks and property vandalism."
S8-C-3,Center,DOJ Finalizes Sentencings in Coordinated North Texas Immigration Center Riot,"The Department of Justice announced the conclusion of the trial for eight individuals associated with an alleged antifa cell that targeted a federal immigration facility. The defendants collectively received 450 years in prison for charges including rioting and providing material support, following a 12-day trial that concluded earlier this spring."
S8-C-4,Center,Families of Prairieland Defendants Plan Appeals Following Maximum Sentences,"Following the formal sentencing of eight anti-ICE protesters to lengthy terms in federal prison, relatives and defense attorneys announced plans to appeal the court's decision. While the prosecution emphasized that an Alvarado police officer was shot in the neck during the crossfire, the defense maintains that the severe penalties establish an overreaching legal precedent."
S8-LR-1,Lean Right,Tough Justice Handed Down to Antifa-Linked Militants in Texas ICE Attack,"A federal court in Texas has signaled a zero-tolerance approach to left-wing extremism, sentencing eight antifa-linked militants to a combined 450 years in prison. The group was convicted of executing a highly coordinated, armed assault on the Prairieland immigration detention facility last summer, which left a local police officer wounded."
S8-LR-2,Lean Right,Ringleader of Texas Immigration Center Ambush Hit with 100-Year Prison Term,"Benjamin Song, a former Marine Corps reservist identified as the leader of a North Texas antifa cell, was sentenced to a century behind bars for the attempted murder of an officer. Prosecutors proved that Song and his accomplices used fireworks and a fraudulent vandalism call to stage an ambush, opening fire on responding law enforcement."
S8-LR-3,Lean Right,Trump Administration Delivers Major Blow to Far-Left Domestic Terror Networks,"The Department of Justice has successfully dismantled a violent antifa cell operating in North Texas, securing maximum prison sentences for eight individuals involved in an armed riot. Federal officials emphasized that the decades-long sentences reflect the administration's commitment to protecting federal property and law enforcement from political violence."
S8-LR-4,Lean Right,Texas Judge Declares Violent Anti-ICE Riot 'An Assault on Democracy',"U.S. District Judge Reed O'Connor handed down severe federal prison sentences to eight far-left extremists, rejecting arguments from progressive lawmakers who attempted to defend the group. The judge noted that the armed assault on a federal facility and the shooting of a police officer went far beyond a protest, requiring maximum deterrence to protect civilized norms."
S8-R-1,Right,GOP Appointed Judges Crush Antifa Terror Handing Down 450 Years in Prison for Texas ICE Ambush,"In a massive victory for the rule of law, federal judges have sentenced eight violent antifa terrorists to hundreds of years in prison for a coordinated assault on a Texas ICE center. The historic sentences destroy the left's narrative that these radical cells do not exist, delivering a powerful blow to the foot soldiers of the open-borders movement."
S8-R-2,Right,Antifa Ringleader Sentenced to a Century Inside for Attempted Murder of Texas Cop,"Benjamin Song, a radical anti-ICE militant and former Marine reservist, will spend the rest of his life behind bars after receiving a 100-year sentence for shooting an Alvarado police officer in the neck. The Trump DOJ successfully shut down attempts by squad Democrats to spin this vicious, 4th of July armed ambush into a peaceful demonstration."
S8-R-3,Right,Trump DOJ Delivers on Promise to Eliminate Left-Wing Domestic Terrorism Cells,"Following the sentencing of eight dangerous extremists to maximum terms in federal prison, the Trump administration boasted of its ongoing success in wiping out violent antifa networks. The Department of Justice reiterated that any left-wing radicals who use explosives and firearms to attack border security infrastructure will face swift, uncompromising justice."
S8-R-4,Right,Maximum Prison Sentences Approved for Leftist Radicals in Landmark Texas Terror Case,"The federal judiciary has successfully pushed back against left-wing lawfare by hitting eight antifa operatives with crushing sentences of up to 100 years. The landmark ruling guarantees that anarchists who execute armed riots against immigration centers and ambush law enforcement will be locked away for good, restoring safety and security to American communities."
